fixDuration,resp.keys,resp.corr,resp.rt,participant,session,date,expName,psychopyVersion,frameRate,instResp.keys,instResp.rt
0.45,right,1,0.52699995,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.4,left,1,0.458000183,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.1,right,1,0.427999973,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.45,left,1,0.578999996,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.45,left,1,0.480000019,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.25,right,1,0.546000004,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.45,right,1,0.677999973,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.4,left,1,0.457999945,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.1,right,1,0.643000126,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.25,left,1,0.542999983,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.65,right,1,0.676000118,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.35,left,1,0.50999999,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.7,left,1,0.493000031,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.95,left,1,0.531000137,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.85,left,1,0.678999901,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.05,left,1,0.44299984,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.1,left,1,0.477999926,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.5,right,1,0.529999971,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.65,left,1,0.593999863,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.05,left,1,0.510999918,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.15,right,1,0.746999979,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.25,right,1,0.463000059,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.4,left,1,0.595000029,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.35,left,1,0.546999931,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.3,right,1,0.595000029,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.65,right,1,0.611000061,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.2,right,1,0.594000101,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.7,right,1,0.559999943,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.65,left,1,0.662999868,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.4,left,1,0.611000061,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.9,left,1,0.57799983,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.5,right,1,0.542000055,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.75,right,1,0.546999931,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.75,left,1,0.544000149,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.1,left,1,0.460000038,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.65,right,1,0.628000021,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.95,left,1,0.578999996,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.9,right,1,0.661000013,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.45,right,1,0.678000212,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.75,right,1,0.460999966,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1,right,1,0.546000004,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
1.4,right,1,0.459000111,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
0.95,right,1,0.478999853,sny,001,2019-10-05_11h18.09.150,ANT,3.1.3,60,,
